id	cuisine_id	name	food_type	time_origin	time_end
german-kartoffelsuppe	german	Kartoffelsuppe	Soup	800	null
german-erbsensuppe	german	Erbsensuppe	Soup	800	null
german-linsensuppe	german	Linsensuppe	Soup	800	null
german-flammkuchen	german	Flammkuchen	Flatbread	1200	null
german-zwiebelkuchen	german	Zwiebelkuchen	Savory Pie	1200	null
german-ksesptzle	german	Käsespätzle	Main Dish	1200	null
german-labskaus	german	Labskaus	Main Dish	1200	null
german-rollmops	german	Rollmops	Appetizer	1200	null
german-matjes	german	Matjes	Appetizer	1200	null
german-bismarckhering	german	Bismarckhering	Appetizer	1200	null
german-brathering	german	Brathering	Appetizer	1200	null
german-forelle-mllerin	german	Forelle Müllerin	Main Dish	1200	null
german-aal	german	Aal	Main Dish	1200	null
german-karpfen	german	Karpfen	Main Dish	1200	null
german-grnkohl-mit-pinkel	german	Grünkohl mit Pinkel	Main Dish	1200	null
german-himmel-und-erde	german	Himmel und Erde	Main Dish	1200	null
german-hoppel-poppel	german	Hoppel Poppel	Main Dish	1200	null
german-bauernfrhstck	german	Bauernfrühstück	Breakfast Dish	1200	null
german-strammer-max	german	Strammer Max	Breakfast Dish	1200	null
german-ksebrot	german	Käsebrot	Sandwich	1200	null
german-butterbrot	german	Butterbrot	Sandwich	1200	null
german-abendbrot	german	Abendbrot	Meal/Snack	1200	null
german-belegte-brtchen	german	Belegte Brötchen	Sandwich	1200	null
german-frikadellen	german	Frikadellen	Main Dish	1200	null
german-hackbraten	german	Hackbraten	Main Dish	1200	null
german-falscher-hase	german	Falscher Hase	Main Dish	1200	null
german-jgerschnitzel	german	Jägerschnitzel	Main Dish	1200	null
german-zigeunerschnitzel	german	Zigeunerschnitzel	Main Dish	1200	null
german-rahmschnitzel	german	Rahmschnitzel	Main Dish	1200	null
german-cordon-bleu	german	Cordon Bleu	Main Dish	1200	null
german-saumagen	german	Saumagen	Main Dish	1200	null
german-blutwurst	german	Blutwurst	Sausage	1200	null
german-leberwurst	german	Leberwurst	Sausage	1200	null
german-mettwurst	german	Mettwurst	Sausage	1200	null
german-teewurst	german	Teewurst	Sausage	1200	null
german-bockwurst	german	Bockwurst	Sausage	1200	null
german-frankfurter	german	Frankfurter	Sausage	1200	null
german-knackwurst	german	Knackwurst	Sausage	1200	null
german-debreziner	german	Debreziner	Sausage	1200	null
german-nrnberger-rostbratwurst	german	Nürnberger Rostbratwurst	Sausage	1200	null
german-thringer-rostbratwurst	german	Thüringer Rostbratwurst	Sausage	1200	null
german-weiwurst-mit-senf	german	Weißwurst mit Senf	Sausage	1200	null
german-obatzda	german	Obatzda	Cheese Spread	1200	null
german-handkse-mit-musik	german	Handkäse mit Musik	Cheese	1200	null
german-harzer-kse	german	Harzer Käse	Cheese	1200	null
german-camembert-gebacken	german	Camembert gebacken	Appetizer	1200	null
german-brotzeit	german	Brotzeit	Meal/Snack	1200	null
german-vesper	german	Vesper	Meal/Snack	1200	null
german-reibekuchen	german	Reibekuchen	Side Dish	1200	null
german-bratkartoffeln	german	Bratkartoffeln	Side Dish	1200	null
german-pommes-frites	german	Pommes Frites	Side Dish	1200	null
german-kartoffelsalat	german	Kartoffelsalat	Salad	1200	null
german-gurkensalat	german	Gurkensalat	Salad	1200	null
german-krautsalat	german	Krautsalat	Salad	1200	null
german-wurstsalat	german	Wurstsalat	Salad	1200	null
german-nudelsalat	german	Nudelsalat	Salad	1200	null
german-bienenstich	german	Bienenstich	Dessert	1200	null
german-donauwelle	german	Donauwelle	Dessert	1200	null
german-ksekuchen	german	Käsekuchen	Dessert	1200	null
german-streuselkuchen	german	Streuselkuchen	Dessert	1200	null
german-pfannkuchen-berliner	german	Pfannkuchen (Berliner)	Dessert	1200	null
german-krapfen	german	Krapfen	Dessert	1200	null
german-windbeutel	german	Windbeutel	Dessert	1200	null
german-spaghettieis	german	Spaghettieis	Dessert	1200	null
german-rote-grtze	german	Rote Grütze	Dessert	1200	null
german-apfelkuchen	german	Apfelkuchen	Dessert	1200	null
german-pflaumenkuchen	german	Pflaumenkuchen	Dessert	1200	null
german-zwetschgenkuchen	german	Zwetschgenkuchen	Dessert	1200	null
german-marmorkuchen	german	Marmorkuchen	Dessert	1200	null
german-lebkuchen	german	Lebkuchen	Cookie	1200	null
german-spekulatius	german	Spekulatius	Cookie	1200	null
german-printen	german	Printen	Cookie	1200	null
german-beer-pils	german	Beer (Pils	Weizen	1200	null
german-apfelschorle	german	Apfelschorle	Beverage	1200	null
greek-moussaka	greek	Moussaka	Main Dish	-800	null
greek-souvlaki	greek	Souvlaki	Grilled Skewers	-800	null
greek-gyros	greek	Gyros	Sandwich	-800	null
greek-spanakopita	greek	Spanakopita	Savory Pie	-800	null
greek-dolmades	greek	Dolmades	Appetizer	-800	null
greek-tzatziki	greek	Tzatziki	Dip/Sauce	-800	null
greek-greek-salad	greek	Greek Salad	Salad	-800	null
greek-pastitsio	greek	Pastitsio	Main Dish	-800	null
greek-baklava	greek	Baklava	Dessert	-800	null
greek-feta-cheese	greek	Feta Cheese	Cheese	-800	null
greek-taramasalata	greek	Taramasalata	Dip/Sauce	-800	null
greek-melitzanosalata	greek	Melitzanosalata	Dip/Sauce	-800	null
greek-saganaki	greek	Saganaki	Appetizer	-800	null
greek-fasolada	greek	Fasolada	Soup	-800	null
greek-avgolemono	greek	Avgolemono	Soup	-800	null
greek-keftedes	greek	Keftedes	Appetizer	-800	null
greek-loukoumades	greek	Loukoumades	Dessert	-800	null
greek-galaktoboureko	greek	Galaktoboureko	Dessert	-800	null
greek-kataifi	greek	Kataifi	Dessert	-800	null
greek-halva	greek	Halva	Dessert	-800	null
greek-tiropita	greek	Tiropita	Savory Pie	-800	null
greek-kolokithokeftedes	greek	Kolokithokeftedes	Appetizer	-800	null
greek-horiatiki	greek	Horiatiki	Salad	-800	null
greek-melitzanes-imam	greek	Melitzanes Imam	Main Dish	-800	null
greek-gigantes-plaki	greek	Gigantes Plaki	Side Dish	-800	null
greek-stifado	greek	Stifado	Stew	-800	null
greek-kleftiko	greek	Kleftiko	Main Dish	-800	null
greek-arni-psito	greek	Arni Psito	Main Dish	-800	null
greek-paidakia	greek	Paidakia	Grilled Meat	-800	null
greek-bifteki	greek	Bifteki	Main Dish	-800	null
greek-soutzoukakia	greek	Soutzoukakia	Main Dish	-800	null
greek-gemista	greek	Gemista	Main Dish	-800	null
greek-briam	greek	Briam	Vegetable Dish	-800	null
greek-fakorizo	greek	Fakorizo	Main Dish	-800	null
greek-revithia	greek	Revithia	Soup	-800	null
greek-fava	greek	Fava	Dip/Side	-800	null
greek-skordalia	greek	Skordalia	Dip/Sauce	-800	null
greek-htipiti	greek	Htipiti	Dip/Sauce	-800	null
greek-horta	greek	Horta	Side Dish	-800	null
greek-bamies	greek	Bamies	Stew	-800	null
greek-papoutsakia	greek	Papoutsakia	Main Dish	-800	null
greek-pasteli	greek	Pasteli	Snack	-800	null
greek-loukaniko	greek	Loukaniko	Sausage	-800	null
greek-octopus-grilled	greek	Octopus Grilled	Main Dish	-800	null
greek-kalamari	greek	Kalamari	Appetizer	-800	null
greek-gavros	greek	Gavros	Appetizer	-800	null
greek-bakaliaros-skordalia	greek	Bakaliaros Skordalia	Main Dish	-800	null
greek-psarosoupa	greek	Psarosoupa	Soup	-800	null
greek-kakavia	greek	Kakavia	Soup/Stew	-800	null
greek-kotosoupa	greek	Kotosoupa	Soup	-800	null
greek-magiritsa	greek	Magiritsa	Soup	-800	null
greek-patsas	greek	Patsas	Soup	-800	null
greek-kokoretsi	greek	Kokoretsi	Street Food	-800	null
greek-splinantero	greek	Splinantero	Main Dish	-800	null
greek-kontosouvli	greek	Kontosouvli	Grilled Meat	-800	null
greek-exohiko	greek	Exohiko	Main Dish	-800	null
greek-youvarlakia	greek	Youvarlakia	Soup	-800	null
greek-giouvarlakia	greek	Giouvarlakia	Soup	-800	null
greek-mpougatsa	greek	Mpougatsa	Dessert	-800	null
greek-bougatsa	greek	Bougatsa	Dessert	-800	null
greek-koulouri	greek	Koulouri	Bread	-800	null
greek-tsoureki	greek	Tsoureki	Bread	-800	null
greek-vasilopita	greek	Vasilopita	Bread/Dessert	-800	null
greek-paximadia	greek	Paximadia	Biscuit	-800	null
greek-melomakarona	greek	Melomakarona	Cookie	-800	null
greek-kourabiedes	greek	Kourabiedes	Cookie	-800	null
greek-diples	greek	Diples	Dessert	-800	null
greek-karydopita	greek	Karydopita	Dessert	-800	null
greek-ravani	greek	Ravani	Dessert	-800	null
greek-portokalopita	greek	Portokalopita	Dessert	-800	null
greek-spoon-sweets	greek	Spoon Sweets	Preserve	-800	null
greek-frappe	greek	Frappe	Beverage	-800	null
greek-greek-coffee	greek	Greek Coffee	Beverage	-800	null
greek-ouzo	greek	Ouzo	Beverage	-800	null
greek-tsipouro	greek	Tsipouro	Beverage	-800	null
greek-retsina	greek	Retsina	Beverage	-800	null
greek-mastika	greek	Mastika	Beverage	-800	null
greek-soumada	greek	Soumada	Beverage	-800	null
greek-rizogalo	greek	Rizogalo	Dessert	-800	null
greek-halvas-simigdalenios	greek	Halvas Simigdalenios	Dessert	-800	null
greek-amygdalota	greek	Amygdalota	Cookie	-800	null
greek-finikia	greek	Finikia	Cookie	-800	null
greek-pasteli-bars	greek	Pasteli Bars	Snack	-800	null
greek-soutzoukos	greek	Soutzoukos	Snack	-800	null
greek-pita-bread	greek	Pita Bread	Bread	-800	null
greek-lagana	greek	Lagana	Bread	-800	null
greek-eliopita	greek	Eliopita	Savory Pie	-800	null
greek-kreatopita	greek	Kreatopita	Savory Pie	-800	null
greek-prasopita	greek	Prasopita	Savory Pie	-800	null
greek-manitaropita	greek	Manitaropita	Savory Pie	-800	null
greek-tyropitakia	greek	Tyropitakia	Appetizer	-800	null
greek-spanakopitakia	greek	Spanakopitakia	Appetizer	-800	null
greek-bourekakia	greek	Bourekakia	Appetizer	-800	null
greek-koulourakia	greek	Koulourakia	Cookie	-800	null
greek-trigona	greek	Trigona	Dessert	-800	null
greek-ekmek-kataifi	greek	Ekmek Kataifi	Dessert	-800	null
greek-koufeta	greek	Koufeta	Candy	-800	null
greek-pasteli-with-honey	greek	Pasteli with Honey	Snack	-800	null
greek-greek-yogurt-with-honey	greek	Greek Yogurt with Honey	Dessert	-800	null
greek-metaxa	greek	Metaxa	Beverage	-800	null
hungarian-goulash	hungarian	Goulash	Stew	800	null
hungarian-chicken-paprikash	hungarian	Chicken Paprikash	Main Dish	1200	null
hungarian-langos	hungarian	Langos	Fried Bread	1200	null
hungarian-fishermans-soup	hungarian	Fisherman's Soup	Soup	800	null
hungarian-stuffed-cabbage	hungarian	Stuffed Cabbage	Main Dish	1200	null
hungarian-lngos	hungarian	Lángos	Street Food	1200	null
hungarian-dobos-torte	hungarian	Dobos Torte	Dessert	1200	null
hungarian-chimney-cake	hungarian	Chimney Cake	Dessert	1200	null
hungarian-krtskalcs	hungarian	Kürtőskalács	Dessert	1200	null
hungarian-prklt	hungarian	Pörkölt	Stew	800	null
hungarian-papriks	hungarian	Paprikás	Stew	800	null
hungarian-tokny	hungarian	Tokány	Stew	800	null
hungarian-lecso	hungarian	Lecso	Vegetable Stew	1200	null
hungarian-fzelk	hungarian	Főzelék	Vegetable Stew	1200	null
hungarian-rntott-sajt	hungarian	Rántott Sajt	Fried Cheese	1200	null
hungarian-rntott-hs	hungarian	Rántott Hús	Fried Meat	1200	null
hungarian-breaded-pork	hungarian	Breaded Pork	Main Dish	1200	null
hungarian-veal-paprikash	hungarian	Veal Paprikash	Main Dish	1200	null
hungarian-beef-goulash	hungarian	Beef Goulash	Stew	800	null
hungarian-pork-goulash	hungarian	Pork Goulash	Stew	800	null
hungarian-kolbsz	hungarian	Kolbász	Sausage	1200	null
hungarian-hurka	hungarian	Hurka	Sausage	1200	null
hungarian-debreceni	hungarian	Debreceni	Sausage	1200	null
hungarian-csabai	hungarian	Csabai	Sausage	1200	null
hungarian-tliszalmi	hungarian	Téliszalámi	Sausage	1200	null
hungarian-szkelykposzta	hungarian	Székelykáposzta	Stew	800	null
hungarian-tlttt-kposzta	hungarian	Töltött Káposzta	Main Dish	1200	null
hungarian-tlttt-paprika	hungarian	Töltött Paprika	Main Dish	1200	null
hungarian-hortobgyi-palacsinta	hungarian	Hortobágyi Palacsinta	Main Dish	1200	null
hungarian-palacsinta	hungarian	Palacsinta	Pancake	1200	null
hungarian-gundel-palacsinta	hungarian	Gundel Palacsinta	Dessert	1200	null
hungarian-rakott-krumpli	hungarian	Rakott Krumpli	Casserole	1200	null
hungarian-rakott-kposzta	hungarian	Rakott Káposzta	Casserole	1200	null
hungarian-tcsni	hungarian	Tócsni	Potato Pancake	1200	null
hungarian-liptauer	hungarian	Liptauer	Cheese Spread	1200	null
hungarian-krztt	hungarian	Körözött	Cheese Spread	1200	null
hungarian-trs-csusza	hungarian	Túrós Csusza	Main Dish	1200	null
hungarian-kposzts-kocka	hungarian	Káposztás Kocka	Main Dish	1200	null
hungarian-bableves	hungarian	Bableves	Soup	800	null
hungarian-gulysleves	hungarian	Gulyásleves	Soup	800	null
hungarian-jkai-bableves	hungarian	Jókai Bableves	Soup	800	null
hungarian-jhzi-tykhsleves	hungarian	Újházi Tyúkhúsleves	Soup	800	null
hungarian-palcleves	hungarian	Palócleves	Soup	800	null
hungarian-zldbableves	hungarian	Zöldbableves	Soup	800	null
hungarian-gombaleves	hungarian	Gombaleves	Soup	800	null
hungarian-gymlcsleves	hungarian	Gyümölcsleves	Soup	800	null
hungarian-hideg-meggyleves	hungarian	Hideg Meggyleves	Soup	800	null
hungarian-nokedli	hungarian	Nokedli	Dumpling	1200	null
hungarian-galuska	hungarian	Galuska	Dumpling	1200	null
hungarian-tarhonya	hungarian	Tarhonya	Pasta	1200	null
hungarian-slambuc	hungarian	Slambuc	Main Dish	1200	null
hungarian-brassi-aprpecsenye	hungarian	Brassói Aprópecsenye	Main Dish	1200	null
hungarian-cignypecsenye	hungarian	Cigánypecsenye	Main Dish	1200	null
hungarian-tatrbeefsteak	hungarian	Tatárbeefsteak	Main Dish	1200	null
hungarian-marhaprklt	hungarian	Marhapörkölt	Stew	800	null
hungarian-csirkepapriks	hungarian	Csirkepaprikás	Main Dish	1200	null
hungarian-pacalprklt	hungarian	Pacalpörkölt	Stew	800	null
hungarian-borjprklt	hungarian	Borjúpörkölt	Stew	800	null
hungarian-vadprklt	hungarian	Vadpörkölt	Stew	800	null
hungarian-halszl	hungarian	Halászlé	Soup	800	null
hungarian-rc-ponty	hungarian	Rác Ponty	Main Dish	1200	null
hungarian-papriks-krumpli	hungarian	Paprikás Krumpli	Stew	800	null
hungarian-lecss-hs	hungarian	Lecsós Hús	Main Dish	1200	null
hungarian-paradicsomos-kposzta	hungarian	Paradicsomos Káposzta	Side Dish	1200	null
hungarian-vegyes-savanysg	hungarian	Vegyes Savanyúság	Pickle	1200	null
hungarian-csalamd	hungarian	Csalamádé	Pickle	1200	null
hungarian-ecetes-paprika	hungarian	Ecetes Paprika	Pickle	1200	null
hungarian-kovszos-uborka	hungarian	Kovászos Uborka	Pickle	1200	null
hungarian-rtes	hungarian	Rétes	Dessert	1200	null
hungarian-alms-rtes	hungarian	Almás Rétes	Dessert	1200	null
hungarian-meggyes-rtes	hungarian	Meggyes Rétes	Dessert	1200	null
hungarian-trs-rtes	hungarian	Túrós Rétes	Dessert	1200	null
hungarian-mkos-rtes	hungarian	Mákos Rétes	Dessert	1200	null
hungarian-somli-galuska	hungarian	Somlói Galuska	Dessert	1200	null
hungarian-rig-jancsi	hungarian	Rigó Jancsi	Dessert	1200	null
hungarian-eszterhzy-torta	hungarian	Eszterházy Torta	Dessert	1200	null
hungarian-dobostorta	hungarian	Dobostorta	Dessert	1200	null
hungarian-krmes	hungarian	Krémes	Dessert	1200	null
hungarian-trgombc	hungarian	Túrógombóc	Dessert	1200	null
hungarian-fnk	hungarian	Fánk	Dessert	1200	null
hungarian-bejgli	hungarian	Bejgli	Dessert	1200	null
hungarian-zserb	hungarian	Zserbó	Dessert	1200	null
hungarian-fldni	hungarian	Flódni	Dessert	1200	null
hungarian-aranygaluska	hungarian	Aranygaluska	Dessert	1200	null
hungarian-madrtej	hungarian	Madártej	Dessert	1200	null
hungarian-slet	hungarian	Sólet	Stew	800	null
hungarian-flekken	hungarian	Flekken	Main Dish	1200	null
hungarian-pogcsa	hungarian	Pogácsa	Bread	1200	null
hungarian-teperts-pogcsa	hungarian	Tepertős Pogácsa	Bread	1200	null
hungarian-trs-pogcsa	hungarian	Túrós Pogácsa	Bread	1200	null
hungarian-kifli	hungarian	Kifli	Bread	1200	null
hungarian-zsemle	hungarian	Zsemle	Bread	1200	null
hungarian-plinka	hungarian	Pálinka	Beverage	1200	null
hungarian-unicum	hungarian	Unicum	Beverage	1200	null
hungarian-tokaji-wine	hungarian	Tokaji Wine	Beverage	1200	null
hungarian-egri-bikavr	hungarian	Egri Bikavér	Beverage	1200	null
hungarian-frccs	hungarian	Fröccs	Beverage	1200	null
hungarian-meggyleves	hungarian	Meggyleves	Soup	800	null
hungarian-tr-rudi	hungarian	Túró Rudi	Dessert	1200	null
hungarian-szdavz	hungarian	Szódavíz	Beverage	1200	null
indian-butter-chicken	indian	Butter Chicken	Main Dish	-1000	null
indian-tikka-masala	indian	Tikka Masala	Main Dish	-1000	null
indian-biryani	indian	Biryani	Rice Dish	-1000	null
indian-naan	indian	Naan	Bread	-1000	null
indian-samosa	indian	Samosa	Appetizer	-1000	null
indian-tandoori-chicken	indian	Tandoori Chicken	Main Dish	-1000	null
indian-palak-paneer	indian	Palak Paneer	Main Dish	-1000	null
indian-dal-makhani	indian	Dal Makhani	Stew	-1000	null
indian-rogan-josh	indian	Rogan Josh	Main Dish	-1000	null
indian-vindaloo	indian	Vindaloo	Curry	-1000	null
indian-korma	indian	Korma	Curry	-1000	null
indian-masala-dosa	indian	Masala Dosa	Main Dish	-1000	null
indian-idli	indian	Idli	Breakfast Dish	-1000	null
indian-vada	indian	Vada	Appetizer	-1000	null
indian-uttapam	indian	Uttapam	Pancake	-1000	null
indian-poori	indian	Poori	Bread	-1000	null
indian-paratha	indian	Paratha	Bread	-1000	null
indian-roti	indian	Roti	Bread	-1000	null
indian-chapati	indian	Chapati	Bread	-1000	null
indian-bhatura	indian	Bhatura	Bread	-1000	null
indian-kulcha	indian	Kulcha	Bread	-1000	null
indian-chana-masala	indian	Chana Masala	Stew	-1000	null
indian-aloo-gobi	indian	Aloo Gobi	Stir-Fry	-1000	null
indian-baingan-bharta	indian	Baingan Bharta	Main Dish	-1000	null
indian-bhindi-masala	indian	Bhindi Masala	Main Dish	-1000	null
indian-paneer-tikka	indian	Paneer Tikka	Appetizer	-1000	null
indian-malai-kofta	indian	Malai Kofta	Main Dish	-1000	null
indian-kadai-paneer	indian	Kadai Paneer	Main Dish	-1000	null
indian-matar-paneer	indian	Matar Paneer	Main Dish	-1000	null
indian-shahi-paneer	indian	Shahi Paneer	Main Dish	-1000	null
indian-rajma	indian	Rajma	Stew	-1000	null
indian-chole	indian	Chole	Stew	-1000	null
indian-dal-tadka	indian	Dal Tadka	Stew	-1000	null
indian-dal-fry	indian	Dal Fry	Stew	-1000	null
indian-sambhar	indian	Sambhar	Stew	-1000	null
indian-rasam	indian	Rasam	Soup	-1000	null
indian-pongal	indian	Pongal	Rice Dish	-1000	null
indian-pulao	indian	Pulao	Rice Dish	-1000	null
indian-jeera-rice	indian	Jeera Rice	Rice Dish	-1000	null
indian-lemon-rice	indian	Lemon Rice	Rice Dish	-1000	null
indian-curd-rice	indian	Curd Rice	Rice Dish	-1000	null
indian-tamarind-rice	indian	Tamarind Rice	Rice Dish	-1000	null
indian-fish-curry	indian	Fish Curry	Curry	-1000	null
indian-prawn-curry	indian	Prawn Curry	Curry	-1000	null
indian-goan-fish-curry	indian	Goan Fish Curry	Curry	-1000	null
indian-malabar-fish-curry	indian	Malabar Fish Curry	Curry	-1000	null
indian-mutton-curry	indian	Mutton Curry	Curry	-1000	null
indian-keema	indian	Keema	Main Dish	-1000	null
indian-nihari	indian	Nihari	Stew	-1000	null
indian-haleem	indian	Haleem	Stew	-1000	null
indian-paya	indian	Paya	Soup	-1000	null
indian-kebab	indian	Kebab	Grilled Meat	-1000	null
indian-seekh-kebab	indian	Seekh Kebab	Grilled Skewers	-1000	null
indian-shami-kebab	indian	Shami Kebab	Appetizer	-1000	null
indian-galouti-kebab	indian	Galouti Kebab	Appetizer	-1000	null
indian-reshmi-kebab	indian	Reshmi Kebab	Grilled Meat	-1000	null
indian-pakora	indian	Pakora	Fritter	-1000	null
indian-bhaji	indian	Bhaji	Fritter	-1000	null
indian-pani-puri	indian	Pani Puri	Street Food	-1000	null
indian-bhel-puri	indian	Bhel Puri	Street Food	-1000	null
indian-sev-puri	indian	Sev Puri	Street Food	-1000	null
indian-dahi-puri	indian	Dahi Puri	Street Food	-1000	null
indian-pav-bhaji	indian	Pav Bhaji	Street Food	-1000	null
indian-vada-pav	indian	Vada Pav	Sandwich	-1000	null
indian-dabeli	indian	Dabeli	Sandwich	-1000	null
indian-kachori	indian	Kachori	Snack	-1000	null
indian-dhokla	indian	Dhokla	Snack	-1000	null
indian-thepla	indian	Thepla	Flatbread	-1000	null
indian-khakhra	indian	Khakhra	Cracker	-1000	null
indian-fafda	indian	Fafda	Snack	-1000	null
indian-chaat	indian	Chaat	Street Food	-1000	null
indian-aloo-tikki	indian	Aloo Tikki	Street Food	-1000	null
indian-papdi-chaat	indian	Papdi Chaat	Street Food	-1000	null
indian-raj-kachori	indian	Raj Kachori	Street Food	-1000	null
indian-raita	indian	Raita	Side Dish	-1000	null
indian-pickle-achar	indian	Pickle (Achar)	Condiment	-1000	null
indian-chutney	indian	Chutney	Condiment	-1000	null
indian-papadum	indian	Papadum	Cracker	-1000	null
indian-kheer	indian	Kheer	Dessert	-1000	null
indian-gulab-jamun	indian	Gulab Jamun	Dessert	-1000	null
indian-rasgulla	indian	Rasgulla	Dessert	-1000	null
indian-jalebi	indian	Jalebi	Dessert	-1000	null
indian-ladoo	indian	Ladoo	Dessert	-1000	null
indian-barfi	indian	Barfi	Dessert	-1000	null
indian-halwa	indian	Halwa	Dessert	-1000	null
indian-kulfi	indian	Kulfi	Dessert	-1000	null
indian-rasmalai	indian	Rasmalai	Dessert	-1000	null
indian-sandesh	indian	Sandesh	Dessert	-1000	null
indian-mysore-pak	indian	Mysore Pak	Dessert	-1000	null
indian-peda	indian	Peda	Dessert	-1000	null
indian-khaja	indian	Khaja	Dessert	-1000	null
indian-ghewar	indian	Ghewar	Dessert	-1000	null
indian-imarti	indian	Imarti	Dessert	-1000	null
indian-soan-papdi	indian	Soan Papdi	Candy	-1000	null
indian-chai	indian	Chai	Beverage	-1000	null
indian-lassi	indian	Lassi	Beverage	-1000	null
indian-masala-chai	indian	Masala Chai	Beverage	-1000	null
indian-thandai	indian	Thandai	Beverage	-1000	null
indian-nimbu-pani	indian	Nimbu Pani	Beverage	-1000	null
indian-sugarcane-juice	indian	Sugarcane Juice	Beverage	-1000	null
indonesian-nasi-goreng	indonesian	Nasi Goreng	Fried Rice	500	null
indonesian-mie-goreng	indonesian	Mie Goreng	Noodle Dish	500	null
indonesian-satay	indonesian	Satay	Grilled Skewers	500	null
indonesian-rendang	indonesian	Rendang	Stew	500	null
indonesian-gado-gado	indonesian	Gado-Gado	Salad	500	null
indonesian-nasi-padang	indonesian	Nasi Padang	Rice Dish	500	null
indonesian-soto-ayam	indonesian	Soto Ayam	Soup	500	null
indonesian-bakso	indonesian	Bakso	Soup	500	null
indonesian-sop-buntut	indonesian	Sop Buntut	Soup	500	null
indonesian-rawon	indonesian	Rawon	Soup	500	null
indonesian-soto-betawi	indonesian	Soto Betawi	Soup	500	null
indonesian-gudeg	indonesian	Gudeg	Stew	500	null
indonesian-opor-ayam	indonesian	Opor Ayam	Stew	500	null
indonesian-ayam-goreng	indonesian	Ayam Goreng	Fried Chicken	500	null
indonesian-ayam-bakar	indonesian	Ayam Bakar	Grilled Chicken	500	null
indonesian-ikan-bakar	indonesian	Ikan Bakar	Grilled Fish	500	null
indonesian-ikan-goreng	indonesian	Ikan Goreng	Fried Fish	500	null
indonesian-pepes-ikan	indonesian	Pepes Ikan	Steamed Fish	500	null
indonesian-gulai	indonesian	Gulai	Curry	500	null
indonesian-kare-ayam	indonesian	Kare Ayam	Curry	500	null
indonesian-sambal	indonesian	Sambal	Sauce	500	null
indonesian-sambal-terasi	indonesian	Sambal Terasi	Sauce	500	null
indonesian-sambal-matah	indonesian	Sambal Matah	Sauce	500	null
indonesian-sambal-ijo	indonesian	Sambal Ijo	Sauce	500	null
indonesian-tempeh	indonesian	Tempeh	Side Dish	500	null
indonesian-tempe-goreng	indonesian	Tempe Goreng	Fried Tempeh	500	null
indonesian-tahu-goreng	indonesian	Tahu Goreng	Fried Tofu	500	null
indonesian-tahu-gejrot	indonesian	Tahu Gejrot	Appetizer	500	null
indonesian-perkedel	indonesian	Perkedel	Fritter	500	null
indonesian-bakwan	indonesian	Bakwan	Fritter	500	null
indonesian-lumpia	indonesian	Lumpia	Spring Roll	500	null
indonesian-risoles	indonesian	Risoles	Fried Pastry	500	null
indonesian-pastel	indonesian	Pastel	Fried Pastry	500	null
indonesian-lemper	indonesian	Lemper	Rice Roll	500	null
indonesian-arem-arem	indonesian	Arem-Arem	Rice Roll	500	null
indonesian-lontong	indonesian	Lontong	Rice Cake	500	null
indonesian-ketupat	indonesian	Ketupat	Rice Cake	500	null
indonesian-nasi-uduk	indonesian	Nasi Uduk	Rice Dish	500	null
indonesian-nasi-kuning	indonesian	Nasi Kuning	Rice Dish	500	null
indonesian-nasi-liwet	indonesian	Nasi Liwet	Rice Dish	500	null
indonesian-nasi-tumpeng	indonesian	Nasi Tumpeng	Rice Dish	500	null
indonesian-bubur-ayam	indonesian	Bubur Ayam	Rice Porridge	500	null
indonesian-bubur-kacang-hijau	indonesian	Bubur Kacang Hijau	Dessert	500	null
indonesian-lontong-sayur	indonesian	Lontong Sayur	Main Dish	500	null
indonesian-sop-konro	indonesian	Sop Konro	Soup	500	null
indonesian-coto-makassar	indonesian	Coto Makassar	Soup	500	null
indonesian-pempek	indonesian	Pempek	Fish Cake	500	null
indonesian-tekwan	indonesian	Tekwan	Soup	500	null
indonesian-model	indonesian	Model	Fish Cake	500	null
indonesian-kerupuk	indonesian	Kerupuk	Cracker	500	null
indonesian-emping	indonesian	Emping	Cracker	500	null
indonesian-rempeyek	indonesian	Rempeyek	Cracker	500	null
indonesian-asinan	indonesian	Asinan	Pickle/Salad	500	null
indonesian-rujak	indonesian	Rujak	Salad	500	null
indonesian-karedok	indonesian	Karedok	Salad	500	null
indonesian-lotek	indonesian	Lotek	Salad	500	null
indonesian-pecel	indonesian	Pecel	Salad	500	null
indonesian-urap	indonesian	Urap	Salad	500	null
indonesian-ketoprak	indonesian	Ketoprak	Main Dish	500	null
indonesian-kupat-tahu	indonesian	Kupat Tahu	Main Dish	500	null
indonesian-tahu-tek	indonesian	Tahu Tek	Main Dish	500	null
indonesian-siomay	indonesian	Siomay	Dumpling	500	null
indonesian-batagor	indonesian	Batagor	Fried Dumpling	500	null
indonesian-martabak-manis	indonesian	Martabak Manis	Dessert	500	null
indonesian-martabak-telur	indonesian	Martabak Telur	Savory Pancake	500	null
indonesian-terang-bulan	indonesian	Terang Bulan	Dessert	500	null
indonesian-kue-lapis	indonesian	Kue Lapis	Dessert	500	null
indonesian-klepon	indonesian	Klepon	Dessert	500	null
indonesian-onde-onde	indonesian	Onde-Onde	Dessert	500	null
indonesian-dadar-gulung	indonesian	Dadar Gulung	Dessert	500	null
indonesian-lupis	indonesian	Lupis	Dessert	500	null
indonesian-cenil	indonesian	Cenil	Dessert	500	null
