id	culture_profile_id	structure_type	name	description	key_roles	inheritance_pattern	decision_making	related_kinship_system_id	time_period_start	time_period_end	sources
ss-089	cp-england-medieval	legal_system	English Common Law	The common law developed through royal courts, circuit judges, and legal precedent. Magna Carta (1215) established principles of due process and limits on royal power.	King|Chief Justice|Circuit Judge|Sheriff|Coroner|Jury	primogeniture	oligarchic	kin-001	1066	1485	Baker, An Introduction to English Legal History
ss-090	cp-england-medieval	religious_hierarchy	English Medieval Church	The Church of England was part of the Roman Catholic hierarchy. Bishops held both spiritual and temporal power, sitting in the House of Lords.	Archbishop of Canterbury|Bishop|Abbot|Prior|Parish Priest|Deacon	elective	theocratic	kin-001	1066	1485	Moorman, A History of the Church in England
ss-091	cp-england-medieval	military_organization	English Feudal Levy and Longbow Army	Military service was a feudal obligation. The development of the longbow and professional retinues transformed English warfare, especially during the Hundred Years' War.	King|Earl Marshal|Knight|Man-at-Arms|Longbowman|Levy Infantry	primogeniture	autocratic	kin-001	1066	1485	Prestwich, Armies and Warfare in the Middle Ages
ss-092	cp-england-medieval	family_structure	English Medieval Household	The manor household was the basic economic and social unit. Primogeniture determined inheritance; younger sons entered the church, military, or sought their own fortunes.	Lord|Lady|Heir|Younger Son|Daughter|Steward	primogeniture	oligarchic	kin-001	1066	1485	Given-Wilson, The English Nobility in the Late Middle Ages
ss-093	cp-england-medieval	guilds_associations	English Craft Guilds	Urban craft guilds regulated trade, trained apprentices, and maintained quality standards. They held monopolies, participated in civic governance, and organized mystery plays.	Guild Master|Warden|Journeyman|Apprentice	patrilineal	oligarchic	kin-001	1100	1500	Epstein, Wage Labor and Guilds in Medieval Europe
ss-094	cp-france-medieval	government	French Capetian Monarchy	The French kings gradually centralized power from feudal lords, establishing royal courts (parlement), a professional bureaucracy, and tax collection under baillis and seneschals.	King|Constable|Chancellor|Bailli|Seneschal|Intendant	primogeniture	autocratic	kin-029	987	1328	Hallam, Capetian France
ss-095	cp-france-medieval	class_hierarchy	Three Estates of France	French society was divided into three estates: the First Estate (clergy), Second Estate (nobility), and Third Estate (commoners, including bourgeoisie and peasants).	King|Bishop (First Estate)|Noble (Second Estate)|Bourgeois (Third Estate)|Peasant	primogeniture	oligarchic	kin-029	987	1789	Duby, The Three Orders: Feudal Society Imagined
ss-096	cp-france-medieval	family_structure	French Noble Lineage	Aristocratic families emphasized patrilineal descent and heraldic identity. Younger sons often entered the Church or sought marriage alliances to maintain family honor.	Seigneur|Dame|Heir|Younger Son|Daughter|Chaplain	primogeniture	oligarchic	kin-029	987	1500	Bouchard, Strong of Body, Brave and Noble
ss-097	cp-france-medieval	legal_system	French Parlements	Royal parlements served as courts of appeal and registered royal edicts. The Parlement of Paris was the most powerful, with authority to block legislation.	King|First President|Parlementaire|Avocat|Procureur	primogeniture	oligarchic	kin-029	1250	1789	Shennan, The Parlement of Paris
ss-098	cp-hre	government	Holy Roman Empire	A decentralized polity where the emperor was elected by seven prince-electors. Imperial authority was balanced against territorial princes, free cities, and the Imperial Diet.	Emperor|Prince-Elector|Duke|Margrave|Free City Magistrate|Imperial Knight	elective	oligarchic	kin-001	962	1806	Wilson, Heart of Europe: A History of the Holy Roman Empire
ss-099	cp-hre	class_hierarchy	Imperial Estates Hierarchy	The Reichstag organized estates into electors, ecclesiastical princes, secular princes, counts, prelates, and free imperial cities, each with defined rights and privileges.	Emperor|Prince-Elector|Imperial Prince|Count|Imperial City Councillor|Peasant	elective	oligarchic	kin-001	962	1806	Stollberg-Rilinger, The Holy Roman Empire
ss-100	cp-hre	legal_system	Imperial Court System	The Reichskammergericht (Imperial Chamber Court) and Reichshofrat (Aulic Council) provided imperial justice. Roman law was received and blended with Germanic custom.	Emperor|Chief Justice|Assessor|Advocate|Imperial Notary	elective	oligarchic	kin-001	1495	1806	Whaley, Germany and the Holy Roman Empire
ss-101	cp-hre	religious_hierarchy	HRE Post-Reformation Settlement	After 1555 (Peace of Augsburg) and 1648 (Peace of Westphalia), the principle of cuius regio eius religio allowed princes to determine their territory's religion.	Emperor|Prince-Archbishop|Protestant Superintendent|Catholic Bishop|Parish Minister	elective	oligarchic	kin-001	1555	1806	Schilling, Religion, Political Culture and the Emergence of Early Modern Society
ss-102	cp-norse	government	Norse Thing Assembly	Viking-Age Scandinavia governed through assemblies (things) at local, regional, and national levels. Free men could speak and vote; the Althing of Iceland was a national assembly.	King|Jarl|Godi (Chieftain)|Lawspeaker|Karl (Free Farmer)	patrilineal	democratic	kin-002	793	1100	Byock, Viking Age Iceland
ss-103	cp-norse	class_hierarchy	Norse Social Classes	Society divided into jarls (earls/nobility), karls (free farmers and warriors), and thralls (slaves). Social mobility was possible through trade, warfare, and royal service.	King|Jarl|Karl|Thrall|Freedman	patrilineal	democratic	kin-002	793	1100	Brink & Price, The Viking World
ss-104	cp-norse	military_organization	Norse Warband (Hird)	The hird was a retinue of warriors sworn to a chieftain or king. Viking warfare relied on raiding parties, longship crews, and the shield wall formation.	King|Jarl|Hirdman|Drengr (Warrior)|Berserker|Ship Captain	patrilineal	autocratic	kin-002	793	1100	Price, The Viking Way
ss-105	cp-norse	family_structure	Norse Kinship and Household	Extended family groups (aett) shared collective responsibility including blood feud obligations. Farms were the basic economic unit, and women had significant property rights.	Patriarch|Husfreyja (Mistress of House)|Son|Daughter|Kinsman	patrilineal	consensus	kin-002	793	1100	Jochens, Women in Old Norse Society
ss-106	cp-norse	legal_system	Norse Law Codes	Oral laws were memorized by lawspeakers and later codified (e.g., Gragas in Iceland). Disputes were settled at the thing through arbitration, compensation, or outlawry.	Lawspeaker|Godi|Judge|Arbitrator|Free Man	patrilineal	democratic	kin-002	793	1100	Dennis, Foote & Perkins, Laws of Early Iceland
ss-107	cp-norse	religious_hierarchy	Norse Pagan Practice	Norse religion had no centralized priesthood. Chieftains (godar) performed sacrifices (blot) at seasonal festivals, and seeresses (volur) practiced divination.	Godi (Chieftain-Priest)|Volva (Seeress)|King (Ritual Leader)	patrilineal	consensus	kin-002	793	1100	Price, The Viking Way
ss-108	cp-japan-edo	government	Tokugawa Shogunate	The shogun ruled Japan through a military government (bakufu) while the emperor remained a figurehead in Kyoto. The sankin-kotai system required daimyo to maintain residences in Edo.	Shogun|Roju (Senior Councilor)|Daimyo|Hatamoto|Bugyo (Magistrate)	primogeniture	autocratic	kin-010	1603	1868	Totman, Early Modern Japan
ss-109	cp-japan-edo	class_hierarchy	Edo Period Four-Class System	The rigid shi-no-ko-sho hierarchy placed samurai (shi) above farmers (no), artisans (ko), and merchants (sho). Outcaste groups (eta/hinin) existed below this system.	Shogun|Daimyo|Samurai|Farmer|Artisan|Merchant|Eta/Hinin	patrilineal	autocratic	kin-010	1603	1868	Vaporis, Tour of Duty: Samurai, Military Service in Edo and the Culture of Early Modern Japan
ss-110	cp-japan-edo	family_structure	Edo Ie (Household) System	The ie (household) was the fundamental social unit, headed by a male patriarch. Succession followed primogeniture; adoption was common to ensure household continuity.	Patriarch (Koshu)|Wife|Eldest Son (Chakushi)|Daughter-in-law|Younger Son	primogeniture	autocratic	kin-010	1603	1868	Nakane, Kinship and Economic Organization in Rural Japan
ss-111	cp-japan-edo	education_system	Edo Period Education	Han schools (hanko) educated samurai in Confucian classics and martial arts. Temple schools (terakoya) provided basic literacy to commoners, achieving high literacy rates.	Hanko Master|Terakoya Teacher|Samurai Student|Commoner Student	patrilineal	autocratic	kin-010	1603	1868	Dore, Education in Tokugawa Japan
ss-112	cp-japan-edo	guilds_associations	Edo Merchant Houses and Za	Merchant families operated through hereditary houses (ie) governed by house codes (kakun). Professional guilds (za) regulated trade, and monopoly associations (kabu nakama) controlled markets.	House Head|Senior Clerk (Banto)|Apprentice (Detchi)|Guild Master	primogeniture	oligarchic	kin-010	1603	1868	Crawcour, The Development of a Credit System in 17th Century Japan
ss-113	cp-japan-meiji	government	Meiji Constitutional Monarchy	The Meiji Restoration created a constitutional monarchy with an elected Diet, appointed Privy Council, and powerful genro (elder statesmen) advising the emperor.	Emperor|Genro (Elder Statesman)|Prime Minister|Privy Councilor|Diet Member	primogeniture	oligarchic	kin-010	1868	1912	Jansen, The Making of Modern Japan
ss-114	cp-japan-meiji	military_organization	Meiji Modern Army	Conscription replaced the samurai monopoly on arms. The army was modeled on the Prussian system, with a general staff, modern weapons, and national military service.	Emperor|Chief of General Staff|General|Division Commander|Conscript Soldier	patrilineal	autocratic	kin-010	1868	1912	Lone, Army, Empire and Politics in Meiji Japan
ss-115	cp-japan-meiji	education_system	Meiji Education System	The 1872 Fundamental Code of Education established universal compulsory schooling. Imperial universities trained elites, while normal schools produced teachers for a national system.	Education Minister|Imperial University President|Normal School Director|Elementary Teacher|Student	patrilineal	autocratic	kin-010	1868	1912	Marshall, Learning to be Modern
ss-116	cp-korea-joseon	government	Joseon Confucian Monarchy	A Neo-Confucian monarchy with the king ruling through the State Council (Uijeongbu) and Six Ministries. The Censorate monitored government conduct and could criticize the king.	King (Wang)|Chief State Councilor|Minister|Censor|Provincial Governor	primogeniture	oligarchic	kin-010	1392	1897	Palais, Confucian Statecraft and Korean Institutions
ss-117	cp-korea-joseon	class_hierarchy	Joseon Yangban System	A rigid four-tier system: yangban (scholar-officials), chungin (technical specialists), sangmin (commoners), and cheonmin (lowborn). Yangban status required passing civil examinations.	King|Yangban|Chungin|Sangmin|Cheonmin|Nobi (Slave)	patrilineal	oligarchic	kin-010	1392	1897	Deuchler, The Confucian Transformation of Korea
ss-118	cp-korea-joseon	family_structure	Joseon Confucian Family	Strict patrilineal descent with elaborate ancestor veneration. Eldest sons inherited primary responsibility; women's status declined from early to late Joseon under Neo-Confucian norms.	Patriarch|Wife|Eldest Son|Daughter-in-law|Concubine|Younger Son	patrilineal	autocratic	kin-010	1392	1897	Deuchler, The Confucian Transformation of Korea
ss-119	cp-korea-joseon	education_system	Joseon Seowon Academy System	Private academies (seowon) and state schools (hyanggyo) prepared yangban for civil service examinations (gwageo) based on the Confucian Four Books and Five Classics.	Academy Master|State School Teacher|Gwageo Examiner|Yangban Student	patrilineal	oligarchic	kin-010	1392	1897	Haboush, The Memoirs of Lady Hyegyong
ss-120	cp-korea-joseon	legal_system	Joseon Legal Code (Gyeongguk Daejeon)	The Grand Code for State Administration codified criminal and administrative law. Confucian principles of moral suasion were preferred over harsh punishment.	King|Minister of Punishments|Provincial Judge|Magistrate|Scribe	primogeniture	oligarchic	kin-010	1392	1897	Palais, Confucian Statecraft and Korean Institutions
ss-121	cp-khmer	government	Khmer Devaraja System	The Khmer Empire was ruled by a god-king (devaraja) whose legitimacy derived from Hindu-Buddhist cosmology. A complex bureaucracy managed irrigation, temples, and provinces.	Devaraja (God-King)|Yuvaraja (Crown Prince)|Minister|Provincial Governor|Village Chief	primogeniture	autocratic		802	1431	Coe, Angkor and the Khmer Civilization
ss-122	cp-khmer	class_hierarchy	Khmer Social Hierarchy	Inscriptions reveal a layered society of royalty, Brahmin priests, officials, free farmers, and temple slaves (khnhom). Temple foundations supported thousands of workers.	Devaraja|Brahmin Priest|Noble Official|Free Farmer|Khnhom (Temple Worker)	patrilineal	autocratic		802	1431	Vickery, Society, Economics and Politics in Pre-Angkor Cambodia
ss-123	cp-khmer	religious_hierarchy	Khmer Hindu-Buddhist Synthesis	A syncretic religious system combining Shaivite Hinduism and Mahayana/Theravada Buddhism. Royal temple-mountains served as cosmic centers linking king, gods, and cosmos.	Devaraja|Royal Chaplain|Brahmin Priest|Buddhist Monk|Temple Dancer (Apsara)	patrilineal	theocratic		802	1431	Harris, Cambodian Buddhism: History and Practice
ss-124	cp-khmer	military_organization	Khmer Imperial Army	A large army including war elephants, cavalry, and infantry drawn from subject populations. Naval forces operated on the Tonle Sap and coastal waters.	Devaraja|Senapati (General)|Elephant Commander|Infantry Captain|Provincial Levy	patrilineal	autocratic		802	1431	Coe, Angkor and the Khmer Civilization
ss-125	cp-khmer	family_structure	Khmer Bilateral Kinship	Unlike many Southeast Asian neighbors, Khmer society practiced bilateral kinship. Women held property rights, and matrilineal elements persisted alongside patrilineal royal succession.	King|Queen|Prince|Princess|Household Head	bilateral	autocratic		802	1431	Jacobsen, Lost Goddesses: The Denial of Female Power in Cambodian History
ss-126	cp-mali	government	Mali Empire Administration	Founded by Sundiata Keita, the Mali Empire was governed by a mansa (king) with a council of clan elders. The empire was divided into provinces under appointed governors.	Mansa (Emperor)|Farin (Governor)|Dyeli (Griot-Advisor)|Ton-Tigi (Army Chief)|Village Chief	patrilineal	oligarchic		1235	1600	Levtzion, Ancient Ghana and Mali
ss-127	cp-mali	class_hierarchy	Mande Social Caste System	Mande society was organized into horon (freeborn), nyamakala (endogamous artisan castes including griots, smiths, and leatherworkers), and jon (slaves).	Mansa|Horon (Freeborn Noble)|Dyeli (Griot)|Numu (Smith)|Jon (Slave)	patrilineal	oligarchic		1235	1600	Conrad, Empires of Medieval West Africa
ss-128	cp-mali	religious_hierarchy	Mali Islamic Practice	Islam coexisted with traditional Mande religion. The mansa patronized Islamic scholars while maintaining traditional ritual roles, as seen in Mansa Musa's famous pilgrimage.	Mansa|Qadi (Islamic Judge)|Imam|Marabout|Traditional Priest	patrilineal	theocratic		1235	1600	Gomez, African Dominion
ss-129	cp-mali	education_system	Sankore University and Islamic Learning	Timbuktu became a major center of Islamic scholarship under Mali and later Songhai. The University of Sankore attracted scholars from across the Islamic world.	Chancellor of Sankore|Professor|Islamic Scholar|Student|Librarian	patrilineal	theocratic		1327	1591	Hunwick, Timbuktu and the Songhay Empire
ss-130	cp-mali	guilds_associations	Mande Nyamakala Artisan Castes	Endogamous artisan castes (nyamakala) held specialized knowledge. Griots preserved oral history and genealogy; smiths were feared for their control of transformative fire.	Master Griot (Dyeli)|Master Smith (Numu)|Leatherworker (Garanke)|Apprentice	patrilineal	consensus		1235	1600	McNaughton, The Mande Blacksmiths
ss-131	cp-mali	family_structure	Mande Extended Family	The lu (household compound) organized around a patrilineal extended family under an elder. The clan (jamu) linked dispersed family groups sharing a common surname and origin story.	Family Elder (Fa)|Senior Wife|Junior Wife|Son|Daughter	patrilineal	consensus		1235	1600	Bird & Kendall, The Mande Hero
ss-132	cp-zimbabwe	government	Great Zimbabwe State	A Shona-speaking state centered on the Great Zimbabwe stone complex. The mambo (king) controlled gold trade, cattle wealth, and religious authority over the surrounding territory.	Mambo (King)|Queen Mother|Spirit Medium|Provincial Chief|Headman	patrilineal	autocratic		1100	1450	Pikirayi, The Zimbabwe Culture
ss-133	cp-zimbabwe	class_hierarchy	Great Zimbabwe Social Order	An elite class controlled the stone-walled enclosures and long-distance trade, while commoners lived in surrounding settlements. Cattle ownership indicated wealth and status.	Mambo|Royal Court|Trade Official|Cattle Owner|Farmer|Artisan	patrilineal	autocratic		1100	1450	Huffman, Snakes and Crocodiles: Power and Symbolism in Ancient Zimbabwe
ss-134	cp-zimbabwe	religious_hierarchy	Shona Spirit Mediums	The Mwari (creator god) cult and ancestor spirit mediums (svikiro) legitimized political power. Spirit mediums communicated with tribal ancestors on behalf of the community.	Mambo|Chief Spirit Medium (Svikiro)|Mwari Priest|Diviner (N'anga)|Ancestor Spirit	patrilineal	theocratic		1100	1450	Ranger, Voices from the Rocks
ss-135	cp-zimbabwe	family_structure	Shona Patrilineal Household	The homestead (musha) was organized around a patrilineal extended family. Bride wealth (roora) in cattle formalized marriages and created alliances between lineages.	Family Head|Senior Wife|Junior Wife|Son|Daughter|Mother-in-law	patrilineal	autocratic		1100	1450	Bourdillon, The Shona Peoples
ss-136	cp-zulu	government	Zulu Kingdom	Shaka kaSenzangakhona created a centralized military kingdom, replacing clan-based governance with royal authority over age-regiments (amabutho) and appointed district chiefs.	Inkosi (King)|Induna (Chief/Commander)|Isangoma (Diviner)|Umndunankulu (Prime Minister)	patrilineal	autocratic	kin-017	1816	1897	Hamilton, The Mfecane Aftermath
ss-137	cp-zulu	military_organization	Zulu Impi System	Age-based regiments (amabutho) organized all males into military units that served the king. The bull-horn formation (impondo zankomo) was a devastating tactical innovation.	Inkosi|Induna (Regimental Commander)|Izinduna (Officers)|Warrior (Insizwa)|Scout	patrilineal	autocratic	kin-017	1816	1879	Knight, The Anatomy of the Zulu Army
ss-138	cp-zulu	class_hierarchy	Zulu Social Organization	Society centered on the king and royal household, with clan chiefs subordinated to royal authority. Age regiments cut across clan lines, binding young men to the king.	Inkosi|Royal Family|Induna|Clan Chief|Commoner|Servant	patrilineal	autocratic	kin-017	1816	1897	Guy, The Destruction of the Zulu Kingdom
ss-139	cp-zulu	age_grades	Zulu Age-Regiment System	Males were organized into age-regiments (amabutho) at adolescence, living in royal barracks until the king granted permission to marry, usually around age 35-40.	Inkosi|Induna|Senior Warrior (Umuzi)|Junior Warrior|Recruit	patrilineal	autocratic	kin-017	1816	1897	Morris, The Washing of the Spears
ss-140	cp-zulu	family_structure	Zulu Umuzi Homestead	The umuzi (homestead) was headed by a male patriarch who could have multiple wives. Cattle were central to social transactions including lobola (bride price).	Umnumzane (Homestead Head)|Great Wife|Right-hand Wife|Son|Daughter	patrilineal	autocratic	kin-017	1816	1897	Krige, The Social System of the Zulus
ss-141	cp-igbo	government	Igbo Village Democracy	Most Igbo communities lacked centralized authority, governing through village assemblies, councils of elders, titled societies, and age grades in a diffuse political system.	Obi (Village Head)|Council of Elders|Age Grade Leader|Title Holder (Ozo)|Dibia (Priest)	patrilineal	democratic		-500	present	Uchendu, The Igbo of Southeast Nigeria
ss-142	cp-igbo	class_hierarchy	Igbo Achievement-Based Status	Status was earned rather than inherited. Men gained prestige through title-taking (ozo), wealth accumulation, and community service. No hereditary aristocracy existed.	Ozo Title Holder|Wealthy Man|Elder|Commoner|Osu (Outcaste)|Slave (Ohu)	patrilineal	democratic		-500	present	Isichei, A History of the Igbo People
ss-143	cp-igbo	age_grades	Igbo Age Grade System	Age grades organized males into groups that progressed through defined social roles from youth labor to warrior service to elder council membership over a lifetime.	Senior Elder Grade|Warrior Grade|Young Adult Grade|Youth Grade	patrilineal	democratic		-500	present	Uchendu, The Igbo of Southeast Nigeria
ss-144	cp-igbo	family_structure	Igbo Compound Family	The compound (obi) housed a patrilineal extended family. Women moved to their husband's compound at marriage but maintained ties to their natal family.	Compound Head|Senior Wife|Junior Wife|Son|Daughter	patrilineal	democratic		-500	present	Amadiume, Male Daughters, Female Husbands
ss-145	cp-igbo	gender_roles	Igbo Dual-Sex Political System	Women had their own parallel political organizations. The Umu Ada (daughters of the lineage) and Otu Alutaradi (wives' associations) held real authority in women's affairs.	Umu Ada Leader|Senior Wife|Market Women Leader|Age Grade Woman|Dibia (Priestess)	patrilineal	democratic		-500	present	Amadiume, Male Daughters, Female Husbands
ss-146	cp-igbo	religious_hierarchy	Igbo Traditional Religion	A decentralized religious system with Chukwu as supreme deity, Ala (earth goddess) as moral enforcer, and local deities (alusi) served by priests and oracles.	Eze Nri (Ritual Leader)|Dibia (Priest-Diviner)|Oracle Priest|Masquerade Society Leader	patrilineal	consensus		-500	present	Isichei, A History of the Igbo People
ss-147	cp-haudenosaunee	government	Haudenosaunee Great Law of Peace	The Iroquois Confederacy united five (later six) nations under the Gayanashagowa (Great Law of Peace). Fifty hereditary sachems governed by consensus at grand councils.	Hoyane (Sachem)|Clan Mother|War Chief|Pine Tree Chief|Faith Keeper	matrilineal	consensus	kin-021	1142	present	Fenton, The Great Law and the Longhouse
ss-148	cp-haudenosaunee	gender_roles	Haudenosaunee Clan Mother Authority	Clan Mothers held enormous power: they nominated and could depose sachems, controlled longhouse resources, decided the fate of captives, and approved declarations of war.	Clan Mother|Female Elder|Sachem (Male)|War Chief (Male)|Young Woman	matrilineal	consensus	kin-021	1142	present	Mann, Iroquoian Women: The Gantowisas
ss-149	cp-haudenosaunee	family_structure	Haudenosaunee Longhouse Family	Matrilocal extended families lived in longhouses organized by clan. Clan mothers managed domestic affairs and food distribution while men hunted and engaged in diplomacy.	Clan Mother|Senior Woman|Husband|Children|Ohwachira (Matrilineage)	matrilineal	consensus	kin-021	1142	present	Snow, The Iroquois
ss-150	cp-haudenosaunee	legal_system	Haudenosaunee Condolence and Restitution	Justice focused on restitution rather than punishment. The condolence ceremony healed grief from wrongdoing, and the Clan Mother's council mediated disputes between families.	Clan Mother Council|Sachem|Peacekeeper|Accused|Victim's Family	matrilineal	consensus	kin-021	1142	present	Richter, The Ordeal of the Longhouse
ss-151	cp-haudenosaunee	religious_hierarchy	Haudenosaunee Longhouse Religion	The Longhouse Religion (Gaihwi:io) combined traditional ceremonial cycles with Handsome Lake's Code. Faith Keepers maintained the ceremonial calendar and conducted seasonal rites.	Faith Keeper|Clan Mother|Sachem|Preacher|Medicine Society Leader	matrilineal	consensus	kin-021	1142	present	Wallace, The Death and Rebirth of the Seneca
ss-152	cp-haudenosaunee	military_organization	Haudenosaunee War Party	War chiefs were chosen for their skill and following, distinct from peacetime sachems. War parties were voluntary; warriors could withdraw at any point before engagement.	War Chief|Pine Tree Chief|Warrior|Scout|Clan Mother (War Approval)	matrilineal	consensus	kin-021	1142	present	Richter, The Ordeal of the Longhouse
ss-153	cp-hawaii	government	Hawaiian Chiefdom	A stratified Polynesian chiefdom where the ali'i nui (paramount chief) ruled through divine authority (mana). The kapu (taboo) system regulated social interactions and resource management.	Ali'i Nui (Paramount Chief)|Ali'i (Chief)|Kahuna Nui (High Priest)|Konohiki (Land Manager)|Maka'ainana (Commoner)	primogeniture	autocratic	kin-006	1000	1893	Kirch, How Chiefs Became Kings
ss-154	cp-hawaii	class_hierarchy	Hawaiian Caste System	A rigid hierarchy: ali'i (chiefly class), kahuna (priestly/expert class), maka'ainana (commoners), and kauwa (outcaste/slaves). Rank was determined by genealogical proximity to the gods.	Ali'i Nui|Ali'i|Kahuna|Maka'ainana|Kauwa	bilateral	autocratic	kin-006	1000	1893	Sahlins, Historical Metaphors and Mythical Realities
ss-155	cp-hawaii	religious_hierarchy	Hawaiian Kapu System	The kapu system enforced sacred prohibitions linked to divine authority. The kahuna nui (high priest) managed temple (heiau) rituals, including the Makahiki festival honoring Lono.	Ali'i Nui|Kahuna Nui|Kahuna Pule (Prayer Priest)|Kahuna Kalai (Temple Builder)	bilateral	theocratic	kin-006	1000	1893	Valeri, Kingship and Sacrifice
ss-156	cp-hawaii	family_structure	Hawaiian Ohana	The ohana (extended family) was the basic social unit, often including adopted members. Chiefs practiced sacred sibling marriage (pi'o) to concentrate divine mana.	Ali'i (Chief Parent)|Haku (Household Head)|Keiki Hanai (Adopted Child)|Ohana Member	bilateral	autocratic	kin-006	1000	1893	Handy & Pukui, The Polynesian Family System in Ka-'u
ss-157	cp-hawaii	gender_roles	Hawaiian Gender and Kapu	The aikapu (eating kapu) separated men and women during meals and prohibited women from eating certain foods (pork, bananas, coconut). Kamehameha II abolished this in 1819.	Ali'i Wahine (Chiefess)|Kahuna Wahine (Priestess)|Female Ali'i|Commoner Woman	bilateral	autocratic	kin-006	1000	1819	Linnekin, Sacred Queens and Women of Consequence
ss-158	cp-maori	government	Maori Tribal Authority	Maori society was organized into iwi (tribes), hapu (sub-tribes), and whanau (families). Rangatira (chiefs) led through mana (prestige) and consensus rather than coercion.	Ariki (Paramount Chief)|Rangatira (Chief)|Tohunga (Expert/Priest)|Kaumatua (Elder)|Toa (Warrior)	bilateral	consensus	kin-007	1300	present	Walker, Ka Whawhai Tonu Matou: Struggle Without End
ss-159	cp-maori	class_hierarchy	Maori Social Ranks	Three broad ranks: rangatira (chiefly families), tutua/ware (commoners), and taurekareka (captives/slaves). Mana was inherited but also earned through achievement.	Ariki|Rangatira|Tutua (Commoner)|Taurekareka (Slave)	bilateral	consensus	kin-007	1300	present	Ballara, Iwi: The Dynamics of Maori Tribal Organisation
ss-160	cp-maori	family_structure	Maori Whanau	The whanau (extended family) was the primary social and economic unit. Both patrilineal and matrilineal descent were recognized, with individuals choosing which lineage to emphasize.	Kaumatua (Elder)|Rangatira|Parent|Child|Whanau Member	bilateral	consensus	kin-007	1300	present	Metge, New Growth from Old
ss-161	cp-maori	military_organization	Maori Taua (War Party)	War parties were organized by hapu under war leaders (toa). Pa (fortified villages) were sophisticated defensive works. Warfare was linked to utu (reciprocity) and mana.	Toa (War Leader)|Rangatira|Warrior|Tohunga (War Priest)|Scout	bilateral	consensus	kin-007	1300	present	Vayda, Maori Warfare
ss-162	cp-maori	religious_hierarchy	Maori Tohunga and Tapu	Tohunga (experts/priests) maintained sacred knowledge, performed rituals, and managed tapu (sacred restrictions). Different tohunga specialized in healing, navigation, or warfare.	Ariki|Tohunga Ahurewa (Supreme Priest)|Tohunga Whakairo (Carver-Priest)|Tohunga Rongoa (Healer)	bilateral	theocratic	kin-007	1300	present	Best, The Maori
ss-163	cp-aboriginal	government	Aboriginal Australian Elders Council	Aboriginal governance was based on councils of initiated elders who held sacred knowledge. Authority derived from ceremonial status, not coercive power, with decisions made by consensus.	Senior Elder|Initiated Man|Ceremonial Leader|Clever Man/Woman	bilateral	consensus		-65000	present	Berndt & Berndt, The World of the First Australians
ss-164	cp-aboriginal	family_structure	Aboriginal Section/Subsection System	Complex marriage class systems (moiety, section, or subsection) regulated kinship, marriage, and ceremonial obligations across the entire social landscape.	Senior Man|Senior Woman|Initiated Man|Woman|Child	bilateral	consensus		-65000	present	Tonkinson, The Mardu Aborigines
ss-165	cp-aboriginal	age_grades	Aboriginal Initiation Grades	Males progressed through initiation stages gaining sacred knowledge and ceremonial authority. Full initiation could take decades, with each stage unlocking new rights and responsibilities.	Fully Initiated Elder|Senior Initiate|Junior Initiate|Uninitiated Youth	bilateral	consensus		-65000	present	Elkin, The Australian Aborigines
ss-166	cp-aboriginal	religious_hierarchy	Aboriginal Dreamtime Custodianship	Knowledge of Dreamtime stories and associated sacred sites was held by custodians who maintained the cosmic order through ceremony, song, and ritual performance.	Senior Custodian|Song Line Keeper|Clever Man (Maban)|Ceremonial Leader|Initiated Man	bilateral	consensus		-65000	present	Strehlow, Songs of Central Australia
ss-167	cp-aboriginal	gender_roles	Aboriginal Gender Complementarity	Men's and women's ceremonial lives were largely separate but complementary. Women held their own sacred knowledge, ceremonies, and authority over women's business.	Senior Initiated Man|Senior Woman|Male Ceremonial Leader|Female Ceremonial Leader	bilateral	consensus		-65000	present	Bell, Daughters of the Dreaming
ss-168	cp-aboriginal	legal_system	Aboriginal Customary Law	Dispute resolution relied on mediation by elders, ritualized combat, and sorcery accusations. Serious breaches of law were punished through spearing or ostracism.	Council of Elders|Clever Man|Mediator|Accuser|Accused	bilateral	consensus		-65000	present	Berndt & Berndt, The World of the First Australians
ss-169	cp-nuer	government	Nuer Segmentary Lineage System	The Nuer had no centralized authority, organizing through nested segments of lineages that united or opposed each other depending on the level of conflict. Leopard-skin chiefs mediated disputes.	Leopard-Skin Chief|Lineage Elder|Prophet (Guk)|Earth Priest	patrilineal	consensus	kin-014	-500	present	Evans-Pritchard, The Nuer
ss-170	cp-nuer	family_structure	Nuer Cattle-Based Kinship	Cattle were central to all social transactions: bride wealth, blood compensation, and sacrifice. Ghost marriage and woman-to-woman marriage expanded kinship possibilities.	Lineage Elder|Husband|Wife|Son|Ghost Husband|Female Husband	patrilineal	consensus	kin-014	-500	present	Evans-Pritchard, Kinship and Marriage Among the Nuer
ss-171	cp-nuer	age_grades	Nuer Age-Set System	Males were initiated into named age-sets through scarification ceremonies. Age-sets progressed through warrior, elder, and senior elder stages with defined social roles.	Senior Elder|Elder|Warrior|Newly Initiated|Uninitiated Boy	patrilineal	consensus	kin-014	-500	present	Evans-Pritchard, The Nuer
ss-172	cp-nuer	religious_hierarchy	Nuer Prophets and Spirits	Prophets (guk) claimed possession by spirits of the Above (kwoth nhial) and gained political influence during crises. Earth priests maintained local shrines.	Prophet (Guk)|Leopard-Skin Chief|Earth Priest|Diviner|Spirit Possessed	patrilineal	consensus	kin-014	-500	present	Johnson, Nuer Prophets
