Cuisine,Item Number,Food Item,Food Type
Indian,12,Masala Dosa,Main Dish
Indian,13,Idli,Breakfast Dish
Indian,14,Vada,Appetizer
Indian,15,Uttapam,Pancake
Indian,16,Poori,Bread
Indian,17,Paratha,Bread
Indian,18,Roti,Bread
Indian,19,Chapati,Bread
Indian,20,Bhatura,Bread
Indian,21,Kulcha,Bread
Indian,22,Chana Masala,Stew
Indian,23,Aloo Gobi,Stir-Fry
Indian,24,Baingan Bharta,Main Dish
Indian,25,Bhindi Masala,Main Dish
Indian,26,Paneer Tikka,Appetizer
Indian,27,Malai Kofta,Main Dish
Indian,28,Kadai Paneer,Main Dish
Indian,29,Matar Paneer,Main Dish
Indian,30,Shahi Paneer,Main Dish
Indian,31,Rajma,Stew
Indian,32,Chole,Stew
Indian,33,Dal Tadka,Stew
Indian,34,Dal Fry,Stew
Indian,35,Sambhar,Stew
Indian,36,Rasam,Soup
Indian,37,Pongal,Rice Dish
Indian,38,Pulao,Rice Dish
Indian,39,Jeera Rice,Rice Dish
Indian,40,Lemon Rice,Rice Dish
Indian,41,Curd Rice,Rice Dish
Indian,42,Tamarind Rice,Rice Dish
Indian,43,Fish Curry,Curry
Indian,44,Prawn Curry,Curry
Indian,45,Goan Fish Curry,Curry
Indian,46,Malabar Fish Curry,Curry
Indian,47,Mutton Curry,Curry
Indian,48,Keema,Main Dish
Indian,49,Nihari,Stew
Indian,50,Haleem,Stew
Indian,51,Paya,Soup
Indian,52,Kebab,Grilled Meat
Indian,53,Seekh Kebab,Grilled Skewers
Indian,54,Shami Kebab,Appetizer
Indian,55,Galouti Kebab,Appetizer
Indian,56,Reshmi Kebab,Grilled Meat
Indian,57,Pakora,Fritter
Indian,58,Bhaji,Fritter
Indian,59,Pani Puri,Street Food
Indian,60,Bhel Puri,Street Food
Indian,61,Sev Puri,Street Food
Indian,62,Dahi Puri,Street Food
Indian,63,Pav Bhaji,Street Food
Indian,64,Vada Pav,Sandwich
Indian,65,Dabeli,Sandwich
Indian,66,Kachori,Snack
Indian,67,Dhokla,Snack
Indian,68,Thepla,Flatbread
Indian,69,Khakhra,Cracker
Indian,70,Fafda,Snack
Indian,71,Chaat,Street Food
Indian,72,Aloo Tikki,Street Food
Indian,73,Papdi Chaat,Street Food
Indian,74,Raj Kachori,Street Food
Indian,75,Raita,Side Dish
Indian,76,Pickle (Achar),Condiment
Indian,77,Chutney,Condiment
Indian,78,Papadum,Cracker
Indian,79,Kheer,Dessert
Indian,80,Gulab Jamun,Dessert
Indian,81,Rasgulla,Dessert
Indian,82,Jalebi,Dessert
Indian,83,Ladoo,Dessert
Indian,84,Barfi,Dessert
Indian,85,Halwa,Dessert
Indian,86,Kulfi,Dessert
Indian,87,Rasmalai,Dessert
Indian,88,Sandesh,Dessert
Indian,89,Mysore Pak,Dessert
Indian,90,Peda,Dessert
Indian,91,Khaja,Dessert
Indian,92,Ghewar,Dessert
Indian,93,Imarti,Dessert
Indian,94,Soan Papdi,Candy
Indian,95,Chai,Beverage
Indian,96,Lassi,Beverage
Indian,97,Masala Chai,Beverage
Indian,98,Thandai,Beverage
Indian,99,Nimbu Pani,Beverage
Indian,100,Sugarcane Juice,Beverage
Indonesian,1,Nasi Goreng,Fried Rice
Indonesian,2,Mie Goreng,Noodle Dish
Indonesian,3,Satay,Grilled Skewers
Indonesian,4,Rendang,Stew
Indonesian,5,Gado-Gado,Salad
Indonesian,6,Nasi Padang,Rice Dish
Indonesian,7,Soto Ayam,Soup
Indonesian,8,Bakso,Soup
Indonesian,9,Sop Buntut,Soup
Indonesian,10,Rawon,Soup
Indonesian,11,Soto Betawi,Soup
Indonesian,12,Gudeg,Stew
Indonesian,13,Opor Ayam,Stew
Indonesian,14,Ayam Goreng,Fried Chicken
Indonesian,15,Ayam Bakar,Grilled Chicken
Indonesian,16,Ikan Bakar,Grilled Fish
Indonesian,17,Ikan Goreng,Fried Fish
Indonesian,18,Pepes Ikan,Steamed Fish
Indonesian,19,Gulai,Curry
Indonesian,20,Kare Ayam,Curry
Indonesian,21,Sambal,Sauce
Indonesian,22,Sambal Terasi,Sauce
Indonesian,23,Sambal Matah,Sauce
Indonesian,24,Sambal Ijo,Sauce
Indonesian,25,Tempeh,Side Dish
Indonesian,26,Tempe Goreng,Fried Tempeh
Indonesian,27,Tahu Goreng,Fried Tofu
Indonesian,28,Tahu Gejrot,Appetizer
Indonesian,29,Perkedel,Fritter
Indonesian,30,Bakwan,Fritter
Indonesian,31,Lumpia,Spring Roll
Indonesian,32,Risoles,Fried Pastry
Indonesian,33,Pastel,Fried Pastry
Indonesian,34,Lemper,Rice Roll
Indonesian,35,Arem-Arem,Rice Roll
Indonesian,36,Lontong,Rice Cake
Indonesian,37,Ketupat,Rice Cake
Indonesian,38,Nasi Uduk,Rice Dish
Indonesian,39,Nasi Kuning,Rice Dish
Indonesian,40,Nasi Liwet,Rice Dish
Indonesian,41,Nasi Tumpeng,Rice Dish
Indonesian,42,Bubur Ayam,Rice Porridge
Indonesian,43,Bubur Kacang Hijau,Dessert
Indonesian,44,Lontong Sayur,Main Dish
Indonesian,45,Sop Konro,Soup
Indonesian,46,Coto Makassar,Soup
Indonesian,47,Pempek,Fish Cake
Indonesian,48,Tekwan,Soup
Indonesian,49,Model,Fish Cake
Indonesian,50,Kerupuk,Cracker
Indonesian,51,Emping,Cracker
Indonesian,52,Rempeyek,Cracker
Indonesian,53,Asinan,Pickle/Salad
Indonesian,54,Rujak,Salad
Indonesian,55,Karedok,Salad
Indonesian,56,Lotek,Salad
Indonesian,57,Pecel,Salad
Indonesian,58,Urap,Salad
Indonesian,59,Ketoprak,Main Dish
Indonesian,60,Kupat Tahu,Main Dish
Indonesian,61,Tahu Tek,Main Dish
Indonesian,62,Siomay,Dumpling
Indonesian,63,Batagor,Fried Dumpling
Indonesian,64,Martabak Manis,Dessert
Indonesian,65,Martabak Telur,Savory Pancake
Indonesian,66,Terang Bulan,Dessert
Indonesian,67,Kue Lapis,Dessert
Indonesian,68,Klepon,Dessert
Indonesian,69,Onde-Onde,Dessert
Indonesian,70,Dadar Gulung,Dessert
Indonesian,71,Lupis,Dessert
Indonesian,72,Cenil,Dessert
Indonesian,73,Nagasari,Dessert
Indonesian,74,Getuk,Dessert
Indonesian,75,Kue Putu,Dessert
Indonesian,76,Serabi,Dessert
Indonesian,77,Pisang Goreng,Fried Banana
Indonesian,78,Pisang Rai,Dessert
Indonesian,79,Es Campur,Dessert
Indonesian,80,Es Teler,Dessert
Indonesian,81,Es Cendol,Dessert
Indonesian,82,Es Dawet,Dessert
Indonesian,83,Es Kacang Merah,Dessert
Indonesian,84,Kolak,Dessert
Indonesian,85,Bubur Sumsum,Dessert
Indonesian,86,Bubur Candil,Dessert
Indonesian,87,Ongol-Ongol,Dessert
Indonesian,88,Kue Cubit,Dessert
Indonesian,89,Kue Pancong,Dessert
Indonesian,90,Lemang,Rice Dish
Indonesian,91,Dodol,Candy
Indonesian,92,Wajik,Dessert
Indonesian,93,Jenang,Dessert
Indonesian,94,Kopi Tubruk,Beverage
Indonesian,95,Teh Botol,Beverage
Indonesian,96,Es Kelapa Muda,Beverage
Indonesian,97,Wedang Jahe,Beverage
Indonesian,98,Bajigur,Beverage
Indonesian,99,Bandrek,Beverage
Indonesian,100,Arak Bali,Beverage
Iranian,1,Kebab,Grilled Meat
Iranian,2,Tahdig,Rice Dish
Iranian,3,Ghormeh Sabzi,Stew
Iranian,4,Fesenjan,Stew
Iranian,5,Zereshk Polo,Rice Dish
Iranian,6,Baghali Polo,Rice Dish
Iranian,7,Koobideh,Grilled Meat
Iranian,8,Joojeh Kabab,Grilled Chicken
Iranian,9,Barg Kabab,Grilled Meat
Iranian,10,Khoresh Gheymeh,Stew
Iranian,11,Khoresh Karafs,Stew
Iranian,12,Khoresh Bademjan,Stew
Iranian,13,Ash Reshteh,Soup
Iranian,14,Abgoosht,Soup/Stew
Iranian,15,Halim,Porridge
Iranian,16,Kashk-e Bademjan,Appetizer
Iranian,17,Mirza Ghasemi,Appetizer
Iranian,18,Kuku Sabzi,Frittata
Iranian,19,Kuku Sibzamini,Frittata
Iranian,20,Dolmeh,Stuffed Vegetable
Iranian,21,Kotlet,Cutlet
Iranian,22,Lubia Polo,Rice Dish
Iranian,23,Adas Polo,Rice Dish
Iranian,24,Shirin Polo,Rice Dish
Iranian,25,Albaloo Polo,Rice Dish
Iranian,26,Morasa Polo,Rice Dish
Iranian,27,Sabzi Polo,Rice Dish
Iranian,28,Tahchin,Rice Dish
Iranian,29,Kateh,Rice Dish
Iranian,30,Dami Gojeh,Rice Dish
Iranian,31,Torshi,Pickle
Iranian,32,Mast-o Khiar,Side Dish
Iranian,33,Mast-o Moosir,Side Dish
Iranian,34,Salad Shirazi,Salad
Iranian,35,Salad Olivieh,Salad
Iranian,36,Panir,Cheese
Iranian,37,Sabzi Khordan,Side Dish
Iranian,38,Lavash,Bread
Iranian,39,Sangak,Bread
Iranian,40,Barbari,Bread
Iranian,41,Taftoon,Bread
Iranian,42,Nun-e Roghani,Bread
Iranian,43,Falafel,Appetizer
Iranian,44,Sambooseh,Appetizer
Iranian,45,Tah Chin,Rice Dish
Iranian,46,Maast,Yogurt
Iranian,47,Doogh,Beverage
Iranian,48,Sharbat,Beverage
Iranian,49,Chai,Beverage
Iranian,50,Noon Panir Sabzi,Breakfast
Iranian,51,Halva,Dessert
Iranian,52,Baklava,Dessert
Iranian,53,Zoolbia,Dessert
Iranian,54,Bamieh,Dessert
Iranian,55,Sohan,Dessert
Iranian,56,Gaz,Candy
Iranian,57,Noghl,Candy
Iranian,58,Pashmak,Candy
Iranian,59,Faloodeh,Dessert
Iranian,60,Bastani,Dessert
Iranian,61,Ranginak,Dessert
Iranian,62,Koloocheh,Cookie
Iranian,63,Nan-e Berenji,Cookie
Iranian,64,Nan-e Nokhodchi,Cookie
Iranian,65,Shirini Nokhodchi,Cookie
Iranian,66,Qottab,Dessert
Iranian,67,Nan-e Shirmal,Bread
Iranian,68,Komaj,Cookie
Iranian,69,Masghati,Dessert
Iranian,70,Louz,Dessert
Iranian,71,Ash-e Anar,Soup
Iranian,72,Ash-e Sholeh Ghalamkar,Soup
Iranian,73,Ash-e Jo,Soup
Iranian,74,Eshkeneh,Soup
Iranian,75,Shole Zard,Dessert
Iranian,76,Samanu,Dessert
Iranian,77,Kachi,Dessert
Iranian,78,Reshte Khoshkar,Dessert
Iranian,79,Kufteh,Meatball
Iranian,80,Kufteh Berenji,Meatball
Iranian,81,Kufteh Tabrizi,Meatball
Iranian,82,Shami,Cutlet
Iranian,83,Nargesi,Egg Dish
Iranian,84,Borani Esfenaj,Side Dish
Iranian,85,Borani Bademjan,Side Dish
Iranian,86,Borani Kadoo,Side Dish
Iranian,87,Reshteh Polo,Rice Dish
Iranian,88,Havij Polo,Rice Dish
Iranian,89,Shevid Baghali Polo,Rice Dish
Iranian,90,Mahi Polo,Rice Dish
Iranian,91,Eshkeneh,Soup
Iranian,92,Kufteh Tabrizi,Soup
Iranian,93,Sherbet,Beverage
Iranian,94,Sekanjabin,Beverage
Iranian,95,Khakshir,Beverage
Iranian,96,Bidmeshk,Beverage
Iranian,97,Tokhm-e Sharbati,Beverage
Iranian,98,Ab Havij,Beverage
Iranian,99,Ab Anar,Beverage
Iranian,100,Ab Porteghal,Beverage
Italian,1,Pizza Margherita,Pizza
Italian,2,Pasta Carbonara,Pasta
Italian,3,Lasagna,Pasta
Italian,4,Risotto,Rice Dish
Italian,5,Osso Buco,Main Dish
Italian,6,Tiramisu,Dessert
Italian,7,Gelato,Dessert
Italian,8,Bruschetta,Appetizer
Italian,9,Caprese Salad,Salad
Italian,10,Minestrone,Soup
Italian,11,Ribollita,Soup
Italian,12,Pasta e Fagioli,Soup
Italian,13,Spaghetti Bolognese,Pasta
Italian,14,Penne Arrabbiata,Pasta
Italian,15,Fettuccine Alfredo,Pasta
Italian,16,Cacio e Pepe,Pasta
Italian,17,Amatriciana,Pasta
Italian,18,Puttanesca,Pasta
Italian,19,Aglio e Olio,Pasta
Italian,20,Pasta alla Norma,Pasta
Italian,21,Pesto Genovese,Sauce/Pasta
Italian,22,Linguine alle Vongole,Pasta
Italian,23,Spaghetti alle Cozze,Pasta
Italian,24,Frutti di Mare,Pasta/Seafood
Italian,25,Ravioli,Pasta
Italian,26,Tortellini,Pasta
Italian,27,Agnolotti,Pasta
Italian,28,Gnocchi,Pasta
Italian,29,Polenta,Side Dish
Italian,30,Arancini,Appetizer
Italian,31,Suppli,Appetizer
Italian,32,Focaccia,Bread
Italian,33,Panini,Sandwich
Italian,34,Tramezzini,Sandwich
Italian,35,Piadina,Flatbread
Italian,36,Calzone,Pizza
Italian,37,Stromboli,Pizza
Italian,38,Pizza Napoletana,Pizza
Italian,39,Pizza Quattro Formaggi,Pizza
Italian,40,Pizza Quattro Stagioni,Pizza
Italian,41,Pizza Diavola,Pizza
Italian,42,Pizza Prosciutto e Funghi,Pizza
Italian,43,Pizza Capricciosa,Pizza
Italian,44,Saltimbocca,Main Dish
Italian,45,Piccata,Main Dish
Italian,46,Vitello Tonnato,Main Dish
Italian,47,Bistecca alla Fiorentina,Main Dish
Italian,48,Tagliata,Main Dish
Italian,49,Porchetta,Main Dish
Italian,50,Cotoletta alla Milanese,Main Dish
Italian,51,Bollito Misto,Main Dish
Italian,52,Brasato al Barolo,Main Dish
Italian,53,Cacciatore,Main Dish
Italian,54,Parmigiana di Melanzane,Main Dish
Italian,55,Caponata,Side Dish
Italian,56,Peperonata,Side Dish
Italian,57,Frittata,Egg Dish
Italian,58,Carbonara di Zucchine,Pasta
Italian,59,Pasta Primavera,Pasta
Italian,60,Pasta al Limone,Pasta
Italian,61,Pasta con le Sarde,Pasta
Italian,62,Pasta alla Gricia,Pasta
Italian,63,Bucatini all'Amatriciana,Pasta
Italian,64,Orecchiette con Cime di Rapa,Pasta
Italian,65,Trofie al Pesto,Pasta
Italian,66,Pappardelle al Cinghiale,Pasta
Italian,67,Tagliatelle al Ragù,Pasta
Italian,68,Risotto alla Milanese,Rice Dish
Italian,69,Risotto ai Funghi,Rice Dish
Italian,70,Risotto al Nero di Seppia,Rice Dish
Italian,71,Risotto ai Frutti di Mare,Rice Dish
Italian,72,Carpaccio,Appetizer
Italian,73,Crudo di Parma,Appetizer
Italian,74,Bresaola,Cured Meat
Italian,75,Mortadella,Cured Meat
Italian,76,Salame,Cured Meat
Italian,77,Prosciutto e Melone,Appetizer
Italian,78,Antipasto Misto,Appetizer
Italian,79,Insalata Mista,Salad
Italian,80,Panzanella,Salad
Italian,81,Insalata di Mare,Salad
Italian,82,Calamari Fritti,Appetizer
Italian,83,Fritto Misto,Main Dish
Italian,84,Zuppa di Pesce,Soup
Italian,85,Acqua Pazza,Main Dish
Italian,86,Cacciucco,Soup/Stew
Italian,87,Baccalà Mantecato,Appetizer
Italian,88,Sarde in Saor,Appetizer
Italian,89,Affogato,Dessert
Italian,90,Panna Cotta,Dessert
Italian,91,Cannoli,Dessert
Italian,92,Sfogliatelle,Dessert
Italian,93,Babà,Dessert
Italian,94,Cassata,Dessert
Italian,95,Zabaglione,Dessert
Italian,96,Amaretti,Cookie
Italian,97,Biscotti,Cookie
Italian,98,Panettone,Bread/Dessert
Italian,99,Pandoro,Bread/Dessert
Italian,100,Limoncello,Beverage
Japanese,1,Sushi,Sushi/Sashimi
Japanese,2,Sashimi,Sushi/Sashimi
Japanese,3,Ramen,Noodle Soup
Japanese,4,Tempura,Fried Food
Japanese,5,Tonkatsu,Main Dish
Japanese,6,Yakitori,Grilled Skewers
Japanese,7,Udon,Noodle Dish
Japanese,8,Soba,Noodle Dish
Japanese,9,Miso Soup,Soup
Japanese,10,Teriyaki Chicken,Main Dish
Japanese,11,Gyoza,Dumpling
Japanese,12,Okonomiyaki,Savory Pancake
Japanese,13,Takoyaki,Street Food
Japanese,14,Yakisoba,Noodle Dish
Japanese,15,Shabu-Shabu,Hot Pot
Japanese,16,Sukiyaki,Hot Pot
Japanese,17,Kaiseki,Multi-Course Meal
Japanese,18,Donburi,Rice Bowl
Japanese,19,Oyakodon,Rice Bowl
Japanese,20,Katsudon,Rice Bowl
Japanese,21,Gyudon,Rice Bowl
Japanese,22,Tendon,Rice Bowl
Japanese,23,Unadon,Rice Bowl
Japanese,24,Chirashi,Sushi Bowl
Japanese,25,Nigiri,Sushi/Sashimi
Japanese,26,Maki Rolls,Sushi/Sashimi
Japanese,27,Temaki,Sushi/Sashimi
Japanese,28,Onigiri,Rice Snack
Japanese,29,Ochazuke,Rice Dish
Japanese,30,Chazuke,Rice Dish
Japanese,31,Natto,Side Dish
Japanese,32,Edamame,Appetizer
Japanese,33,Agedashi Tofu,Appetizer
Japanese,34,Hiyayakko,Appetizer
Japanese,35,Tsukemono,Pickle/Side
Japanese,36,Umeboshi,Pickle/Side
Japanese,37,Tamagoyaki,Egg Dish
Japanese,38,Chawanmushi,Egg Custard
Japanese,39,Oden,Stew
Japanese,40,Nikujaga,Stew
Japanese,41,Korokke,Fried Food
Japanese,42,Menchi Katsu,Fried Food
Japanese,43,Ebi Fry,Fried Food
Japanese,44,Kara-age,Fried Food
Japanese,45,Tori Karaage,Fried Food
Japanese,46,Kushikatsu,Fried Skewers
Japanese,47,Kushiage,Fried Skewers
Japanese,48,Yakiudon,Noodle Dish
Japanese,49,Nabeyaki Udon,Noodle Soup
Japanese,50,Zaru Soba,Noodle Dish
Japanese,51,Kitsune Udon,Noodle Soup
Japanese,52,Tanuki Soba,Noodle Soup
Japanese,53,Tsukemen,Noodle Dish
Japanese,54,Shoyu Ramen,Noodle Soup
Japanese,55,Miso Ramen,Noodle Soup
Japanese,56,Tonkotsu Ramen,Noodle Soup
Japanese,57,Shio Ramen,Noodle Soup
Japanese,58,Teppanyaki,Grilled Food
Japanese,59,Okonomiyaki Hiroshima-style,Savory Pancake
Japanese,60,Monjayaki,Savory Pancake
Japanese,61,Yakiniku,Grilled Meat
Japanese,62,Horumon,Grilled Offal
Japanese,63,Motsunabe,Hot Pot
Japanese,64,Chankonabe,Hot Pot
Japanese,65,Yudofu,Tofu Dish
Japanese,66,Tofu Steak,Main Dish
Japanese,67,Goya Champuru,Stir-Fry
Japanese,68,Somen,Noodle Dish
Japanese,69,Hiyashi Chuka,Noodle Dish
Japanese,70,Unagi,Grilled Eel
Japanese,71,Anago,Grilled Eel
Japanese,72,Mentaiko,Roe/Side
Japanese,73,Ikura,Roe/Side
Japanese,74,Uni,Roe/Side
Japanese,75,Toro,Sushi/Sashimi
Japanese,76,Hamachi,Sushi/Sashimi
Japanese,77,Saba Shioyaki,Grilled Fish
Japanese,78,Sanma,Grilled Fish
Japanese,79,Taiyaki,Dessert
Japanese,80,Dorayaki,Dessert
Japanese,81,Mochi,Dessert
Japanese,82,Dango,Dessert
Japanese,83,Daifuku,Dessert
Japanese,84,Manju,Dessert
Japanese,85,Yokan,Dessert
Japanese,86,Anmitsu,Dessert
Japanese,87,Kakigori,Dessert
Japanese,88,Matcha Ice Cream,Dessert
Japanese,89,Melon Pan,Bread
Japanese,90,Cream Pan,Bread
Japanese,91,Anpan,Bread
Japanese,92,Curry Pan,Bread
Japanese,93,Japanese Curry,Main Dish
Japanese,94,Hayashi Rice,Main Dish
Japanese,95,Omurice,Main Dish
Japanese,96,Korokke Pan,Sandwich
Japanese,97,Castella Cake,Dessert
Japanese,98,Melonpan,Bread
Japanese,99,Green Tea,Beverage
Japanese,100,Sake,Beverage
Korean,1,Kimchi,Side Dish
Korean,2,Bibimbap,Rice Dish
Korean,3,Bulgogi,Grilled Meat
Korean,4,Korean BBQ,Grilled Meat
Korean,5,Galbi,Grilled Ribs
Korean,6,Samgyeopsal,Grilled Pork
Korean,7,Japchae,Noodle Dish
Korean,8,Tteokbokki,Street Food
Korean,9,Korean Fried Chicken,Fried Chicken
Korean,10,Jjajangmyeon,Noodle Dish
Korean,11,Jjamppong,Noodle Soup
Korean,12,Naengmyeon,Noodle Dish
Korean,13,Sundubu Jjigae,Stew
Korean,14,Kimchi Jjigae,Stew
Korean,15,Doenjang Jjigae,Stew
Korean,16,Budae Jjigae,Stew
Korean,17,Galbitang,Soup
Korean,18,Seolleongtang,Soup
Korean,19,Samgyetang,Soup
Korean,20,Yukgaejang,Soup
Korean,21,Kongnamul Guk,Soup
Korean,22,Miyeok Guk,Soup
Korean,23,Manduguk,Soup
Korean,24,Tteokguk,Soup
Korean,25,Kimbap,Rice Roll
Korean,26,Mandu,Dumpling
Korean,27,Hotteok,Dessert
Korean,28,Bingsu,Dessert
Korean,29,Tteok,Rice Cake
Korean,30,Songpyeon,Rice Cake
Korean,31,Yakgwa,Dessert
Korean,32,Hangwa,Dessert
Korean,33,Bungeoppang,Dessert
Korean,34,Hodugwaja,Dessert
Korean,35,Gyeran Bbang,Snack
Korean,36,Eomuk,Fish Cake
Korean,37,Twigim,Fried Food
Korean,38,Gimbap,Rice Roll
Korean,39,Jeon,Pancake
Korean,40,Pajeon,Pancake
Korean,41,Kimchi Jeon,Pancake
Korean,42,Haemul Pajeon,Pancake
Korean,43,Bindaetteok,Pancake
Korean,44,Gamjajeon,Pancake
Korean,45,Hobakjeon,Pancake
Korean,46,Gochujang,Sauce
Korean,47,Doenjang,Sauce
Korean,48,Ssamjang,Sauce
Korean,49,Yangnyeom,Sauce
Korean,50,Banchan,Side Dish
Korean,51,Namul,Side Dish
Korean,52,Japchae,Side Dish
Korean,53,Kongnamul Muchim,Side Dish
Korean,54,Sukjunamul,Side Dish
Korean,55,Sigeumchi Namul,Side Dish
Korean,56,Gaji Namul,Side Dish
Korean,57,Mu Saengchae,Side Dish
Korean,58,Oiseon,Side Dish
Korean,59,Dubu Jorim,Side Dish
Korean,60,Gyeran Jjim,Steamed Egg
Korean,61,Altang,Stew
Korean,62,Haemultang,Stew
Korean,63,Maeuntang,Stew
Korean,64,Agujjim,Stew
Korean,65,Galbijjim,Stew
Korean,66,Jjukkumi Bokkeum,Stir-Fry
Korean,67,Ojingeo Bokkeum,Stir-Fry
Korean,68,Nakji Bokkeum,Stir-Fry
Korean,69,Dakgalbi,Stir-Fry
Korean,70,Buldak,Stir-Fry
Korean,71,Jokbal,Main Dish
Korean,72,Bossam,Main Dish
Korean,73,Makchang,Grilled Offal
Korean,75,Sundae,Sausage
Korean,76,Soondae,Sausage
Korean,77,Gopchang,Grilled Offal
Korean,77,Twigak,Snack
Korean,78,Yakbap,Rice Dish
Korean,79,Juk,Rice Porridge
Korean,80,Jatjuk,Rice Porridge
Korean,81,Hobakjuk,Rice Porridge
Korean,82,Heukimjajuk,Rice Porridge
Korean,83,Patjuk,Rice Porridge
Korean,84,Chueotang,Soup
Korean,85,Haejang-guk,Soup
Korean,86,Sundaeguk,Soup
Korean,87,Ttaro Gukbap,Soup
Korean,88,Soju,Beverage
Korean,89,Makgeolli,Beverage
Korean,90,Bokbunja,Beverage
Korean,91,Dongdongju,Beverage
Korean,92,Sikhye,Beverage
Korean,93,Sujeonggwa,Beverage
Korean,94,Yulmu Cha,Beverage
Korean,95,Bori Cha,Beverage
Korean,96,Oksusu Cha,Beverage
Korean,97,Misutgaru,Beverage
Korean,98,Banana Milk,Beverage
Korean,99,Milkis,Beverage
Korean,100,Dalgona Coffee,Beverage
Mexican,1,Tacos al Pastor,Main Dish
Mexican,2,Guacamole,Dip/Sauce
Mexican,3,Enchiladas,Main Dish
Mexican,4,Quesadillas,Main Dish
Mexican,5,Mole Poblano,Sauce
Mexican,6,Tamales,Main Dish
Mexican,7,Chiles Rellenos,Main Dish
Mexican,8,Pozole,Soup/Stew
Mexican,9,Carnitas,Main Dish
Mexican,10,Ceviche,Seafood Dish
Mexican,11,Tortas,Sandwich
Mexican,12,Sopes,Appetizer
Mexican,13,Tostadas,Appetizer/Main
Mexican,14,Chilaquiles,Breakfast Dish
Mexican,15,Huevos Rancheros,Breakfast Dish
Mexican,16,Elote (Mexican Street Corn),Street Food
Mexican,17,Flautas,Main Dish
Mexican,18,Barbacoa,Main Dish
Mexican,19,Birria,Stew
Mexican,20,Cochinita Pibil,Main Dish
Mexican,21,Menudo,Soup
Mexican,22,Gorditas,Main Dish
Mexican,23,Tlayudas,Main Dish
Mexican,24,Sincronizadas,Main Dish
Mexican,25,Molletes,Breakfast Dish
Mexican,26,Pico de Gallo,Salsa/Condiment
Mexican,27,Salsa Verde,Salsa/Condiment
Mexican,28,Salsa Roja,Salsa/Condiment
Mexican,29,Refried Beans (Frijoles Refritos),Side Dish
Mexican,30,Mexican Rice (Arroz Rojo),Side Dish
Mexican,31,Nachos,Appetizer
Mexican,32,Burritos,Main Dish
Mexican,33,Fajitas,Main Dish
Mexican,34,Chimichangas,Main Dish
Mexican,35,Queso Fundido,Appetizer
Mexican,36,Esquites,Side Dish
Mexican,37,Rajas con Crema,Side Dish
Mexican,38,Nopales,Side Dish
Mexican,39,Calabacitas,Side Dish
Mexican,40,Frijoles Charros,Side Dish
Mexican,41,Sopa de Tortilla,Soup
Mexican,42,Albondigas Soup,Soup
Mexican,43,Caldo de Res,Soup
Mexican,44,Caldo de Pollo,Soup
Mexican,45,Coctel de Camaron,Appetizer
Mexican,46,Aguachile,Seafood Dish
Mexican,47,Tostadas de Ceviche,Appetizer
Mexican,48,Camarones a la Diabla,Main Dish
Mexican,49,Pescado Zarandeado,Main Dish
Mexican,50,Empanadas,Appetizer/Snack
Mexican,51,Panucho,Appetizer
Mexican,52,Papadzules,Main Dish
Mexican,53,Poc Chuc,Main Dish
Mexican,54,Machaca,Main Dish
Mexican,55,Discada,Main Dish
Mexican,56,Cabrito,Main Dish
Mexican,57,Carne Asada,Main Dish
Mexican,58,Arrachera,Main Dish
Mexican,59,Alambre,Main Dish
Mexican,60,Tacos de Lengua,Main Dish
Mexican,61,Tacos de Cabeza,Main Dish
Mexican,62,Tacos de Suadero,Main Dish
Mexican,63,Tacos Dorados,Main Dish
Mexican,64,Mulitas,Main Dish
Mexican,65,Vampiros,Main Dish
Mexican,66,Gringas,Main Dish
Mexican,67,Pambazo,Sandwich
Mexican,68,Cemita,Sandwich
Mexican,69,Lonches,Sandwich
Mexican,70,Milanesa,Main Dish
Mexican,71,Chiles en Nogada,Main Dish
Mexican,72,Rajas Poblanas,Side Dish
Mexican,73,Huitlacoche Quesadilla,Main Dish
Mexican,74,Queso Fresco,Cheese
Mexican,75,Crema Mexicana,Condiment
Mexican,76,Chorizo,Sausage
Mexican,77,Chuleta,Main Dish
Mexican,78,Morcilla,Sausage
Mexican,79,Chicharrón,Snack
Mexican,80,Tripas,Main Dish
Mexican,81,Buche,Main Dish
Mexican,82,Choriqueso,Appetizer
Mexican,83,Papas con Chorizo,Side Dish
Mexican,84,Huevos con Chorizo,Breakfast Dish
Mexican,85,Huevos a la Mexicana,Breakfast Dish
Mexican,86,Enfrijoladas,Main Dish
Mexican,87,Enmoladas,Main Dish
Mexican,88,Entomatadas,Main Dish
Mexican,89,Sopa Azteca,Soup
Mexican,90,Sopa de Lima,Soup
Mexican,91,Sopa de Fideo,Soup
Mexican,92,Arroz con Leche,Dessert
Mexican,93,Flan,Dessert
Mexican,94,Tres Leches Cake,Dessert
Mexican,95,Churros,Dessert
Mexican,96,Buñuelos,Dessert
Mexican,97,Pan de Muerto,Bread
Mexican,98,Conchas,Bread
Mexican,99,Champurrado,Beverage
Mexican,100,Horchata,Beverage
Peruvian,1,Ceviche,Seafood Dish
Peruvian,2,Lomo Saltado,Main Dish
Peruvian,3,Aji de Gallina,Main Dish
Peruvian,4,Anticuchos,Street Food
Peruvian,5,Causa Limeña,Appetizer
Peruvian,6,Pollo a la Brasa,Main Dish
Peruvian,7,Papa a la Huancaína,Appetizer
Peruvian,8,Arroz con Pollo,Main Dish
Peruvian,9,Tacu Tacu,Side Dish
